Epoch,ScalVis_DataProcCombine_RecL10N1024loss,ScalVis_GausVisS:1.0_RecL10N1024loss,ScalVis_DataProcCombGaus_RecL10N1024loss,ScalVis_ProcWithVis_RecL10N1024loss
57,0.3505321741104126,0.40850088000297546,0.3778277337551117,0.34390825033187866
58,0.3498036563396454,0.4063946604728699,0.37338078022003174,0.34295910596847534
59,0.3429160416126251,0.40544742345809937,0.3627908229827881,0.33605673909187317
60,0.33867713809013367,0.40956592559814453,0.36537736654281616,0.3339039981365204
61,0.33834779262542725,0.3973611891269684,0.3541407883167267,0.3330569267272949
62,0.3334210515022278,0.4013499617576599,0.35668399930000305,0.3267022669315338
63,0.32877883315086365,0.40828192234039307,0.3505878448486328,0.32380980253219604
64,0.32758569717407227,0.3963433802127838,0.3477010428905487,0.323660284280777
65,0.3252149224281311,0.4047867953777313,0.3448920249938965,0.31914713978767395
66,0.3210203945636749,0.38696780800819397,0.33981388807296753,0.31429386138916016
67,0.3171248137950897,0.39408472180366516,0.33937227725982666,0.3125112056732178
68,0.31525060534477234,0.38327091932296753,0.3324858844280243,0.3116092085838318
69,0.31418776512145996,0.3879796862602234,0.3337194323539734,0.3093745708465576
70,0.3112263083457947,0.3784692585468292,0.326642781496048,0.3045167624950409
71,0.3072338402271271,0.3801872134208679,0.3269866704940796,0.3011641502380371
72,0.30307212471961975,0.3771582245826721,0.32041484117507935,0.30001452565193176
73,0.30046209692955017,0.3723471164703369,0.32092535495758057,0.2997141182422638
74,0.29950693249702454,0.37328648567199707,0.3148728907108307,0.3002170920372009
75,0.29968389868736267,0.3675984740257263,0.3144891560077667,0.29628580808639526
76,0.3025270998477936,0.36815178394317627,0.30902040004730225,0.2916126549243927
77,0.29609474539756775,0.36154046654701233,0.30751171708106995,0.28789013624191284
78,0.28930461406707764,0.3636625409126282,0.3043152987957001,0.28749027848243713
79,0.2872876524925232,0.3587181270122528,0.3001196086406708,0.2887491285800934
80,0.28925827145576477,0.35664239525794983,0.2997453510761261,0.2870674431324005
81,0.28904426097869873,0.35475999116897583,0.29501593112945557,0.28411418199539185
82,0.28206899762153625,0.3483327329158783,0.2918163537979126,0.27952462434768677
83,0.28059959411621094,0.34789925813674927,0.29133185744285583,0.27765944600105286
84,0.2834995687007904,0.34472426772117615,0.2875339388847351,0.2782071828842163
85,0.28027772903442383,0.3405431807041168,0.28318703174591064,0.27839726209640503
86,0.2756323516368866,0.3377687931060791,0.2826620936393738,0.27838000655174255
87,0.273261696100235,0.3371039628982544,0.2824128270149231,0.27411508560180664
88,0.27426448464393616,0.3434891998767853,0.2771589159965515,0.2705250382423401
89,0.27554017305374146,0.33934932947158813,0.27281686663627625,0.2683955132961273
90,0.2711884677410126,0.34612274169921875,0.2711554765701294,0.26814550161361694
91,0.2674478590488434,0.3267878293991089,0.2712351679801941,0.26977694034576416
92,0.26569023728370667,0.3509334921836853,0.272835910320282,0.27141085267066956
93,0.2659642994403839,0.3776032030582428,0.2704803943634033,0.27680379152297974
94,0.26828816533088684,0.3667709529399872,0.26826807856559753,0.26849037408828735
95,0.2684524655342102,0.33380043506622314,0.2627784013748169,0.261966347694397
96,0.2706080973148346,0.37888041138648987,0.2602091431617737,0.2604477107524872
97,0.26247987151145935,0.33054235577583313,0.2607198655605316,0.2637553811073303
98,0.25784680247306824,0.36864715814590454,0.2619655132293701,0.26807624101638794
99,0.25788918137550354,0.3518233597278595,0.26527494192123413,0.26044130325317383
100,0.2603175938129425,0.32490378618240356,0.25925910472869873,0.25550320744514465
101,0.26465871930122375,0.35273149609565735,0.25442999601364136,0.2560137212276459
102,0.2583940625190735,0.3404327929019928,0.2518898844718933,0.258012056350708
103,0.2535007894039154,0.325401246547699,0.2530519962310791,0.2590951919555664
104,0.2511447072029114,0.33930179476737976,0.2568659782409668,0.25359514355659485
105,0.2526443600654602,0.339942991733551,0.25476568937301636,0.25034162402153015
106,0.25653523206710815,0.32397928833961487,0.25314122438430786,0.25033488869667053
107,0.2540454864501953,0.325399786233902,0.24702288210391998,0.2520638406276703
108,0.2518250048160553,0.33393096923828125,0.24513739347457886,0.2555234432220459
109,0.2467486411333084,0.3193166255950928,0.2473253458738327,0.25300902128219604
110,0.24493615329265594,0.3200299143791199,0.24906586110591888,0.2509108781814575
111,0.24599672853946686,0.32582956552505493,0.25271809101104736,0.24579878151416779
112,0.24770602583885193,0.31707048416137695,0.2450900673866272,0.24379782378673553
113,0.2524317800998688,0.31260383129119873,0.24022631347179413,0.24484321475028992
114,0.24910315871238708,0.31891611218452454,0.23918789625167847,0.24709069728851318
115,0.24784903228282928,0.30922502279281616,0.2414257824420929,0.25304365158081055
116,0.2407970428466797,0.3106382489204407,0.2461801916360855,0.25051021575927734
117,0.23854655027389526,0.31061887741088867,0.2429657131433487,0.24981704354286194
118,0.2409231960773468,0.303567498922348,0.24069269001483917,0.24031372368335724
119,0.24357624351978302,0.3080297112464905,0.2349330633878708,0.2389407902956009
120,0.2499990314245224,0.3004184365272522,0.23350578546524048,0.2448527216911316
121,0.2419389933347702,0.3028460144996643,0.2361987829208374,0.2455783486366272
122,0.23683740198612213,0.2991209328174591,0.23843158781528473,0.24758365750312805
123,0.2335250824689865,0.2983410954475403,0.24406597018241882,0.23739281296730042
124,0.2353404015302658,0.2954665720462799,0.2361258864402771,0.2348145842552185
125,0.2410515993833542,0.29571226239204407,0.23081105947494507,0.23925162851810455
126,0.2397128939628601,0.29212790727615356,0.22810184955596924,0.2394563853740692
127,0.24135544896125793,0.29434654116630554,0.23056305944919586,0.23977099359035492
128,0.23260712623596191,0.2887640595436096,0.2371181845664978,0.23297332227230072
129,0.22900938987731934,0.28957399725914,0.23491770029067993,0.2302803248167038
130,0.23048299551010132,0.2879157066345215,0.23613522946834564,0.23140475153923035
131,0.23313474655151367,0.28473055362701416,0.22650910913944244,0.23350591957569122
132,0.2395990937948227,0.28557366132736206,0.22425073385238647,0.23884393274784088
133,0.23383969068527222,0.2841481864452362,0.22918248176574707,0.23584380745887756
134,0.2316533327102661,0.2819572985172272,0.23080281913280487,0.2367040514945984
135,0.22557060420513153,0.27978062629699707,0.23687763512134552,0.2292417287826538
136,0.22461779415607452,0.2806474268436432,0.22524698078632355,0.22558225691318512
137,0.22844098508358002,0.2838592827320099,0.2202826291322708,0.22518673539161682
138,0.23077474534511566,0.28773918747901917,0.22119754552841187,0.22765257954597473
139,0.23944209516048431,0.2942013442516327,0.224408358335495,0.2359471470117569
140,0.22958731651306152,0.28083670139312744,0.2324705719947815,0.23836541175842285
141,0.22451899945735931,0.27502748370170593,0.22437593340873718,0.2515398859977722
142,0.2203422486782074,0.2763769328594208,0.2207120954990387,0.22706082463264465
143,0.223057821393013,0.28020328283309937,0.2161811888217926,0.22456827759742737
144,0.23155951499938965,0.2849647104740143,0.2167850136756897,0.23973426222801208
145,0.22792598605155945,0.2764180898666382,0.22275617718696594,0.22987626492977142
146,0.2282669097185135,0.27170753479003906,0.22443100810050964,0.22215333580970764
147,0.21921221911907196,0.27401652932167053,0.2350335270166397,0.21947915852069855
148,0.21722787618637085,0.2788983881473541,0.21956218779087067,0.2243107259273529
149,0.22119258344173431,0.2896673083305359,0.2129838466644287,0.2308143824338913
150,0.2226790487766266,0.27538084983825684,0.21441508829593658,0.2208022177219391
151,0.22782856225967407,0.2693723142147064,0.21949610114097595,0.21702584624290466
152,0.22000306844711304,0.2775097191333771,0.23157082498073578,0.22073428332805634
153,0.21632537245750427,0.28019386529922485,0.21729445457458496,0.2234562337398529
154,0.21318252384662628,0.2853216826915741,0.2110067903995514,0.22775022685527802
155,0.21362625062465668,0.26783376932144165,0.20968304574489594,0.21890601515769958
156,0.2178860604763031,0.28603461384773254,0.2131722867488861,0.21453332901000977
157,0.22145594656467438,0.31981295347213745,0.22109852731227875,0.21434251964092255
158,0.23723673820495605,0.2745284140110016,0.21461759507656097,0.217449352145195
159,0.2229679822921753,0.3227936327457428,0.2122592180967331,0.2250167578458786
160,0.21639984846115112,0.29743754863739014,0.20703738927841187,0.22334910929203033
