Epoch,ScalVis_DataProcCombine_RecL10N1024val_accuracy,ScalVis_GausVisS:1.0_RecL10N1024val_accuracy,ScalVis_DataProcCombGaus_RecL10N1024val_accuracy,ScalVis_ProcWithVis_RecL10N1024val_accuracy
90,0.800000011920929,0.855555534362793,0.8333333134651184,0.8222222328186035
91,0.800000011920929,0.8444444537162781,0.8444444537162781,0.8444444537162781
92,0.8111110925674438,0.8222222328186035,0.8333333134651184,0.8333333134651184
93,0.8222222328186035,0.8222222328186035,0.8222222328186035,0.8444444537162781
94,0.8333333134651184,0.855555534362793,0.8222222328186035,0.8222222328186035
95,0.8333333134651184,0.800000011920929,0.8111110925674438,0.8111110925674438
96,0.8333333134651184,0.8333333134651184,0.800000011920929,0.8444444537162781
97,0.800000011920929,0.8333333134651184,0.8333333134651184,0.8222222328186035
98,0.800000011920929,0.8222222328186035,0.8222222328186035,0.8222222328186035
99,0.8333333134651184,0.8666666746139526,0.8333333134651184,0.8111110925674438
100,0.8222222328186035,0.8444444537162781,0.8111110925674438,0.8111110925674438
101,0.8333333134651184,0.8444444537162781,0.8111110925674438,0.8333333134651184
102,0.800000011920929,0.855555534362793,0.8111110925674438,0.8222222328186035
103,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8222222328186035
104,0.8111110925674438,0.855555534362793,0.8222222328186035,0.8111110925674438
105,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8111110925674438
106,0.8111110925674438,0.8666666746139526,0.8111110925674438,0.8222222328186035
107,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8222222328186035
108,0.8111110925674438,0.8666666746139526,0.8111110925674438,0.8333333134651184
109,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8222222328186035
110,0.800000011920929,0.855555534362793,0.8222222328186035,0.8111110925674438
111,0.800000011920929,0.8666666746139526,0.800000011920929,0.8111110925674438
112,0.8111110925674438,0.8666666746139526,0.8111110925674438,0.8111110925674438
113,0.8222222328186035,0.855555534362793,0.8111110925674438,0.8111110925674438
114,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8222222328186035
115,0.8111110925674438,0.855555534362793,0.8222222328186035,0.8333333134651184
116,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8333333134651184
117,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8111110925674438
118,0.800000011920929,0.855555534362793,0.8111110925674438,0.8111110925674438
119,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8222222328186035
120,0.800000011920929,0.855555534362793,0.8111110925674438,0.8111110925674438
121,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8222222328186035
122,0.8111110925674438,0.8444444537162781,0.8222222328186035,0.8111110925674438
123,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8111110925674438
124,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8111110925674438
125,0.800000011920929,0.855555534362793,0.8111110925674438,0.8111110925674438
126,0.8222222328186035,0.8222222328186035,0.8111110925674438,0.8222222328186035
127,0.8111110925674438,0.8444444537162781,0.8222222328186035,0.8111110925674438
128,0.8111110925674438,0.855555534362793,0.8111110925674438,0.8111110925674438
129,0.8111110925674438,0.8333333134651184,0.8222222328186035,0.8111110925674438
130,0.800000011920929,0.8444444537162781,0.8111110925674438,0.8111110925674438
131,0.8222222328186035,0.8333333134651184,0.8111110925674438,0.8222222328186035
132,0.800000011920929,0.8222222328186035,0.8222222328186035,0.8111110925674438
133,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8222222328186035
134,0.8111110925674438,0.8444444537162781,0.8222222328186035,0.8111110925674438
135,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8111110925674438
136,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8111110925674438
137,0.800000011920929,0.8333333134651184,0.8111110925674438,0.8111110925674438
138,0.8222222328186035,0.8333333134651184,0.8111110925674438,0.8222222328186035
139,0.8111110925674438,0.8222222328186035,0.8222222328186035,0.8111110925674438
140,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8333333134651184
141,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8111110925674438
142,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
143,0.8222222328186035,0.8222222328186035,0.8111110925674438,0.8222222328186035
144,0.800000011920929,0.8222222328186035,0.8222222328186035,0.8111110925674438
145,0.8111110925674438,0.800000011920929,0.8111110925674438,0.8111110925674438
146,0.8111110925674438,0.8111110925674438,0.8222222328186035,0.8111110925674438
147,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
148,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8111110925674438
149,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
150,0.8222222328186035,0.8222222328186035,0.8111110925674438,0.8111110925674438
151,0.8111110925674438,0.8333333134651184,0.8333333134651184,0.8111110925674438
152,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
153,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8222222328186035
154,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8111110925674438
155,0.8111110925674438,0.8222222328186035,0.8111110925674438,0.8111110925674438
156,0.8111110925674438,0.8333333134651184,0.8222222328186035,0.8111110925674438
157,0.8222222328186035,0.855555534362793,0.8222222328186035,0.8111110925674438
158,0.800000011920929,0.8222222328186035,0.8111110925674438,0.8222222328186035
159,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
160,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.8111110925674438
