Epoch,ScalVis_GausVisS:1.0_RecL10N1024val_accuracy,ScalVis_DataProcCombine_RecL10N1024val_accuracy,ScalVis_GaussAndOrigS:1.0_RecL10N1024val_accuracy,ScalVis_ProcWithVis_RecL10N1024val_accuracy
105,0.8444444537162781,0.8111110925674438,0.8333333134651184,0.8222222328186035
106,0.8444444537162781,0.8222222328186035,0.8666666746139526,0.8222222328186035
107,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8333333134651184
108,0.8444444537162781,0.8333333134651184,0.855555534362793,0.8222222328186035
109,0.8333333134651184,0.8333333134651184,0.8444444537162781,0.8444444537162781
110,0.8444444537162781,0.8222222328186035,0.8333333134651184,0.8111110925674438
111,0.8444444537162781,0.8222222328186035,0.8333333134651184,0.8111110925674438
112,0.8222222328186035,0.8333333134651184,0.8444444537162781,0.8111110925674438
113,0.8333333134651184,0.8333333134651184,0.855555534362793,0.8111110925674438
114,0.8333333134651184,0.8222222328186035,0.7888888716697693,0.8222222328186035
115,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8111110925674438
116,0.8444444537162781,0.8333333134651184,0.8444444537162781,0.8111110925674438
117,0.8222222328186035,0.8222222328186035,0.855555534362793,0.8111110925674438
118,0.8444444537162781,0.8111110925674438,0.800000011920929,0.8111110925674438
119,0.8222222328186035,0.8222222328186035,0.855555534362793,0.8111110925674438
120,0.8333333134651184,0.8222222328186035,0.8444444537162781,0.8111110925674438
