Epoch,1ValAcc,2ValAcc,3ValAcc,4ValAcc,5ValAcc,6ValAcc,7ValAcc,8ValAcc
19,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8111110925674438,0.6222222447395325,0.6222222447395325,0.7666666507720947,0.800000011920929
20,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438,0.6222222447395325,0.6222222447395325,0.7888888716697693,0.8111110925674438
21,0.6222222447395325,0.6222222447395325,0.7777777910232544,0.8111110925674438,0.6222222447395325,0.6222222447395325,0.8444444537162781,0.8111110925674438
22,0.6222222447395325,0.6222222447395325,0.7777777910232544,0.800000011920929,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8222222328186035
23,0.6222222447395325,0.6222222447395325,0.800000011920929,0.800000011920929,0.6222222447395325,0.6222222447395325,0.7888888716697693,0.8444444537162781
24,0.6222222447395325,0.6222222447395325,0.800000011920929,0.800000011920929,0.6222222447395325,0.6222222447395325,0.7888888716697693,0.8333333134651184
25,0.6222222447395325,0.6222222447395325,0.800000011920929,0.800000011920929,0.6222222447395325,0.6222222447395325,0.7888888716697693,0.8222222328186035
26,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438,0.6222222447395325,0.6222222447395325,0.8222222328186035,0.8222222328186035
27,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
28,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8222222328186035,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
29,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8333333134651184,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
30,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8333333134651184,0.6222222447395325,0.6222222447395325,0.8222222328186035,0.800000011920929
31,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8222222328186035,0.800000011920929
32,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
33,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8333333134651184,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
34,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8333333134651184,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.800000011920929
35,0.6222222447395325,0.6222222447395325,0.800000011920929,0.8333333134651184,0.6222222447395325,0.6222222447395325,0.800000011920929,0.800000011920929
36,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438
37,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438
38,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8111110925674438,0.8111110925674438
39,0.6222222447395325,0.6222222447395325,0.8222222328186035,0.8444444537162781,0.6222222447395325,0.6222222447395325,0.8222222328186035,0.8111110925674438
