Epoch,ScalVis_GausCosS:1.0_RecL10N1024VS0.1val_loss,ScalVis_GausVisS:1.0_RecL10N1024VS0.1val_loss
88,0.4449498951435089,0.5046290159225464
89,0.4431414008140564,0.5041471719741821
90,0.44130438566207886,0.503673255443573
91,0.43948644399642944,0.5032042860984802
92,0.4377436339855194,0.5027416348457336
93,0.43606990575790405,0.5023008584976196
94,0.4344732165336609,0.501869261264801
95,0.43286243081092834,0.5014505386352539
96,0.4311947226524353,0.5010393857955933
97,0.4295421242713928,0.5006228685379028
98,0.4280642569065094,0.5002009272575378
99,0.4266796410083771,0.49974963068962097
100,0.42523863911628723,0.49926283955574036
101,0.4237698018550873,0.4987350404262543
102,0.4224465787410736,0.49816104769706726
103,0.4212867319583893,0.4975544512271881
104,0.4200734794139862,0.4969160258769989
105,0.41867947578430176,0.49624496698379517
106,0.4174461364746094,0.4955325126647949
107,0.4164852201938629,0.4947751462459564
108,0.4153895378112793,0.49396416544914246
109,0.41413480043411255,0.4930989146232605
110,0.4130820035934448,0.4921884834766388
111,0.41212064027786255,0.4912461042404175
112,0.41095292568206787,0.49029240012168884
113,0.4098910391330719,0.48934003710746765
114,0.40905141830444336,0.48838236927986145
115,0.4080658257007599,0.4874066114425659
116,0.4071238934993744,0.4863841235637665
117,0.4063611328601837,0.4853098690509796
118,0.40553876757621765,0.48420512676239014
119,0.4047815203666687,0.4830974042415619
120,0.4042648375034332,0.48199209570884705
121,0.40356484055519104,0.4808659851551056
122,0.4028201103210449,0.47972288727760315
123,0.4023329019546509,0.4785507917404175
124,0.4012904167175293,0.4773591458797455
125,0.4011346697807312,0.47616684436798096
126,0.3995535969734192,0.47501906752586365
127,0.4003150463104248,0.47389233112335205
128,0.39723607897758484,0.47275230288505554
129,0.4016726613044739,0.4716053903102875
130,0.3946128785610199,0.470436692237854
131,0.40064218640327454,0.46925875544548035
132,0.3966177999973297,0.46805882453918457
133,0.39333534240722656,0.4668053388595581
134,0.3990289568901062,0.46550488471984863
135,0.3935306668281555,0.4641801118850708
136,0.39203503727912903,0.4628632366657257
137,0.39709824323654175,0.46151113510131836
138,0.3908838927745819,0.46012580394744873
139,0.39159059524536133,0.4587147533893585
140,0.394673228263855,0.457286536693573
141,0.3886793255805969,0.45583996176719666
142,0.39231249690055847,0.4543899595737457
143,0.39061301946640015,0.4529213011264801
144,0.3876497149467468,0.4514264464378357
145,0.3928447663784027,0.44986405968666077
146,0.38665229082107544,0.4482710659503937
147,0.3898044526576996,0.4466354250907898
148,0.38850530982017517,0.444992333650589
149,0.3857302665710449,0.4433499574661255
150,0.39065954089164734,0.441697895526886
151,0.38357114791870117,0.44001275300979614
152,0.3913661241531372,0.43831002712249756
153,0.3833772540092468,0.43656378984451294
154,0.3868853747844696,0.43475639820098877
155,0.3857424557209015,0.4328925311565399
156,0.3821052610874176,0.4310218095779419
157,0.38887959718704224,0.4291522204875946
158,0.38017764687538147,0.4272310435771942
159,0.3888340890407562,0.42533403635025024
160,0.3814304769039154,0.42345479130744934
161,0.38263142108917236,0.42155876755714417
162,0.3858414888381958,0.41965451836586
163,0.3786928951740265,0.41773295402526855
164,0.3874048888683319,0.41568997502326965
165,0.3788995146751404,0.4138202369213104
166,0.38261687755584717,0.41184768080711365
167,0.38300275802612305,0.4100145697593689
168,0.3779567778110504,0.407987117767334
169,0.3861176073551178,0.4063965976238251
170,0.3770381212234497,0.40421760082244873
171,0.3837813436985016,0.4045511484146118
172,0.37979525327682495,0.4011083245277405
173,0.37868279218673706,0.40373581647872925
174,0.3839452564716339,0.3996812105178833
175,0.3760533332824707,0.3978712856769562
176,0.38588425517082214,0.39983415603637695
177,0.37639516592025757,0.3968132436275482
178,0.3824714124202728,0.3952792286872864
179,0.3799332082271576,0.3974674344062805
180,0.3774745464324951,0.39514270424842834
181,0.38413482904434204,0.3949206471443176
182,0.3754676878452301,0.39730072021484375
183,0.3862988352775574,0.3948347866535187
184,0.37630510330200195,0.3962034583091736
185,0.38228166103363037,0.39651891589164734
186,0.3802963197231293,0.39495205879211426
187,0.37712982296943665,0.39863696694374084
188,0.38535138964653015,0.3955388367176056
189,0.37578585743904114,0.3991676867008209
190,0.3872438669204712,0.3971385955810547
191,0.3774451017379761,0.3980870246887207
192,0.3821399211883545,0.4002036154270172
193,0.3823617696762085,0.399145245552063
194,0.3774304687976837,0.4074591398239136
195,0.3872600197792053,0.4038202166557312
196,0.376608669757843,0.41232216358184814
197,0.38699498772621155,0.4092528522014618
198,0.3790130913257599,0.40802183747291565
199,0.38137486577033997,0.41518375277519226
200,0.38409823179244995,0.40872159600257874
